Price,Model_year,Milage,Brand,Model,Fuel_type,Transmission,Accident,Clean_title,condition
29990,2016.0,19374.0,ford,mustang gt coupe 2d,gas,automatic,Unknown,Clean,good
38990,2020.0,6139.0,acura,rdx sh-awd technology pkg,gas,other,Unknown,Clean,good
5500,2005.0,130000.0,chevrolet,astro cargo van,gas,automatic,Unknown,Clean,excellent
34590,2016.0,29499.0,chevrolet,silverado 1500 double,gas,other,Unknown,Clean,good
21029,2021.0,10.0,chevrolet,trax ls,gas,automatic,Unknown,Clean,good
41990,2018.0,42896.0,bmw,x5 xdrive50i sport utility,gas,automatic,Unknown,Clean,good
54866,2019.0,29416.0,volvo,xc90 t6 inscription,other,automatic,Unknown,Clean,good
3599,1996.0,139179.0,lexus,es300,gas,automatic,Unknown,Clean,excellent
39590,2020.0,1988.0,ford,mustang gt coupe 2d,gas,other,Unknown,Clean,good
25590,2019.0,12343.0,mini,hardtop 2 door cooper s,gas,other,Unknown,Clean,good
4000,2007.0,236000.0,toyota,camry,gas,automatic,Unknown,Clean,good
30500,2018.0,23700.0,mercedes-benz,glc 300,gas,automatic,Unknown,Clean,
16500,1966.0,1.0,,Towmotor BHF20,other,other,Unknown,Clean,good
5000,1986.0,100000.0,,1986 International,diesel,manual,Unknown,Clean,fair
23995,2020.0,16034.0,nissan,altima,gas,automatic,Unknown,Clean,good
16500,2012.0,108452.0,ram,,gas,automatic,Unknown,Clean,
10905,2015.0,78581.0,ford,focus se,gas,automatic,Unknown,Clean,excellent
4950,2007.0,113000.0,chevrolet,uplander ls,gas,automatic,Unknown,Clean,like new
21900,2018.0,44569.0,ford,taurus limited,gas,automatic,Unknown,Clean,like new
54852,2020.0,6487.0,ford,f150 4x4 lariat 4wd f-150,gas,automatic,Unknown,Clean,
4500,2012.0,91000.0,chevrolet,malibu,gas,automatic,Unknown,Clean,
25990,2019.0,31154.0,dodge,charger sxt sedan 4d,gas,other,Unknown,Clean,good
54995,2014.0,71127.0,gmc,sierra 2500 lifted denali 6.6 duramax crew cab,diesel,automatic,Unknown,Clean,
16590,2015.0,39649.0,volkswagen,beetle 1.8t fleet,gas,other,Unknown,Clean,good
2950,2002.0,158000.0,lincoln,town car,gas,automatic,Unknown,Clean,
10999,2012.0,90729.0,subaru,forester 2.5x sport,gas,other,Unknown,Unknown,excellent
38990,2015.0,28000.0,bmw,650i m sport gran coupe,gas,automatic,Unknown,Clean,like new
23990,2017.0,33242.0,jaguar,xf 20d premium sedan 4d,other,automatic,Unknown,Clean,good
19500,2014.0,66243.0,mercedes-benz,e350 low miles,gas,automatic,Unknown,Clean,excellent
38590,2020.0,1372.0,jaguar,e-pace p250 sport utility,other,other,Unknown,Clean,good
6500,2006.0,111000.0,,bmw325i,gas,automatic,Unknown,Clean,good
10999,2007.0,147000.0,rover,hse,gas,automatic,Unknown,Clean,excellent
29990,2014.0,69200.0,gmc,sierra 1500 crew cab sle,gas,other,Unknown,Clean,good
23999,2018.0,69426.0,toyota,rav4 se awd w/ leather,gas,automatic,Unknown,Clean,
30995,2012.0,102810.0,ford,f-550 11' utility truck,diesel,automatic,Unknown,Clean,
28590,2018.0,22703.0,acura,rdx technology and,gas,other,Unknown,Clean,good
14995,2014.0,133774.0,honda,cr-v,gas,automatic,Unknown,Clean,
28981,2017.0,48061.0,ford,transit van,gas,automatic,Unknown,Clean,
7950,2012.0,156553.0,toyota,prius v hatchback,hybrid,automatic,Unknown,Clean,good
4999,2005.0,194181.0,honda,accord lx,gas,manual,Unknown,Clean,excellent
39999,2020.0,27505.0,chevrolet,silverado 1500,gas,automatic,Unknown,Clean,
17900,2008.0,54500.0,cadillac,escalade,gas,automatic,Unknown,Clean,excellent
28900,2003.0,86000.0,ford,f-550,diesel,automatic,Unknown,Clean,
17495,2015.0,107908.0,mercedes-benz,e-class,other,automatic,Unknown,Clean,
17900,2011.0,186000.0,chevrolet,silverado 2500,gas,automatic,Unknown,Clean,
36990,2020.0,4269.0,dodge,challenger r/t coupe 2d,other,other,Unknown,Clean,good
8450,1976.0,120000.0,chevrolet,,gas,automatic,Unknown,Clean,
43900,2009.0,117000.0,chevrolet,silverado 2500 diesel 4x4 6.6l lmm duramax turbo diesel crew cab long bed allison 1000 ltz,diesel,automatic,Unknown,Clean,
5499,2012.0,136057.0,kia,soul,gas,automatic,Unknown,Clean,
47999,2018.0,47751.0,ram,2500 tradesman 4x4,diesel,automatic,Unknown,Clean,excellent
16900,2016.0,101183.0,dodge,journey,gas,other,Unknown,Clean,
8988,2007.0,163455.0,ford,edge,gas,automatic,Unknown,Clean,
8900,2011.0,115000.0,subaru,outback 2.5i limited,gas,automatic,Unknown,Clean,excellent
11800,2010.0,99000.0,toyota,sienna,gas,automatic,Unknown,Clean,good
25194,2017.0,30124.0,hyundai,tucson,gas,other,Unknown,Clean,
4900,2000.0,219896.0,subaru,outback limited,gas,manual,Unknown,Clean,good
4985,2012.0,193430.0,hyundai,accent,gas,manual,Unknown,Clean,excellent
13895,2014.0,88000.0,audi,a4,gas,automatic,Unknown,Clean,
6975,2014.0,128000.0,kia,forte,gas,automatic,Unknown,Clean,excellent
34500,2013.0,93000.0,gmc,sierra,diesel,automatic,Unknown,Clean,
22900,2013.0,68228.0,dodge,grand caravan,gas,automatic,Unknown,Clean,
13900,2008.0,139851.0,ford,f150 xlt,gas,automatic,Unknown,Clean,excellent
16950,2019.0,24329.0,nissan,sentra s,gas,automatic,Unknown,Clean,excellent
3995,2005.0,138152.0,,Scion xA,gas,manual,Unknown,Clean,
24990,2018.0,14023.0,lincoln,mkz premiere sedan 4d,gas,other,Unknown,Clean,good
41995,2019.0,18307.0,toyota,tacoma,gas,automatic,Unknown,Clean,
29992,2019.0,12139.0,dodge,charger,gas,other,Unknown,Clean,
6000,2005.0,123551.0,ford,mustang v6,gas,automatic,Unknown,Clean,fair
37990,2010.0,56302.0,chevrolet,corvette grand sport,other,other,Unknown,Clean,good
7995,2012.0,92292.0,mazda,mazda6 6 i sport,gas,automatic,Unknown,Clean,
49900,1936.0,1000.0,chevrolet,,gas,automatic,Unknown,Clean,excellent
66995,2018.0,0.0,ram,2500,diesel,automatic,Unknown,Clean,excellent
21334,2021.0,7277.0,toyota,corolla,gas,automatic,Unknown,Clean,
34998,2013.0,200169.0,ram,2500,diesel,automatic,Unknown,Clean,
4999,2008.0,160000.0,hyundai,tucson,gas,automatic,Unknown,Clean,
14000,2010.0,97949.0,toyota,venza awd,gas,automatic,Unknown,Clean,good
14500,2008.0,150000.0,jeep,wrangler rubicon,gas,automatic,Unknown,Clean,like new
24997,2005.0,109562.0,toyota,"tundra sr5 4dr 1-oregon owner*0-rust*never off road*new timing belt&water pump*new bilstein-toytec lift*new 33"" yokohama geolanders*new oem 17""toyota wheels*leer canopy",gas,automatic,Unknown,Clean,
34990,2016.0,41448.0,ford,f150 supercrew cab lariat,other,other,Unknown,Clean,good
15977,2016.0,48322.0,jeep,cherokee,gas,automatic,Unknown,Clean,
5752,2005.0,131141.0,chevrolet,malibu,gas,automatic,Unknown,Clean,
21004,2017.0,45758.0,buick,envision,gas,automatic,Unknown,Clean,
30590,2017.0,24238.0,audi,a6 3.0t premium plus sedan,gas,automatic,Unknown,Clean,good
36988,2017.0,38011.0,chevrolet,colorado,gas,automatic,Unknown,Clean,
28750,2003.0,20000.0,chevrolet,silverado 2500,diesel,automatic,Unknown,Clean,like new
9500,1996.0,88790.0,ford,f350 dually,gas,automatic,Unknown,Clean,excellent
4000,2004.0,193000.0,ram,,gas,automatic,Unknown,Clean,fair
9500,2007.0,155898.0,chevrolet,silverado,gas,automatic,Unknown,Clean,good
7995,2008.0,73000.0,kia,sorento,gas,automatic,Unknown,Clean,excellent
20000,1999.0,370000.0,ford,f250,diesel,automatic,Unknown,Clean,excellent
17798,2015.0,67962.0,cadillac,ats sedan,gas,automatic,Unknown,Clean,
17590,2017.0,37117.0,jeep,renegade sport suv 4d,gas,other,Unknown,Clean,good
49628,2019.0,46310.0,ford,f-150,gas,automatic,Unknown,Clean,
24995,2016.0,70362.0,bmw,x5 sdrive35i,gas,automatic,Unknown,Clean,good
14995,1980.0,72000.0,mercedes-benz,benz 450sl,gas,automatic,Unknown,Clean,excellent
5999,2008.0,160000.0,bmw,5 series 528i sedan,gas,automatic,Unknown,Clean,excellent
64550,2020.0,67810.0,ram,2500,diesel,automatic,Unknown,Clean,excellent
3000,1982.0,42000.0,ford,f100,gas,automatic,Unknown,Clean,fair
39999,2018.0,8000.0,bmw,430i,gas,automatic,Unknown,Clean,excellent
19998,2014.0,200748.0,toyota,tundra sr5 crewmax,gas,automatic,Unknown,Clean,excellent
7500,2006.0,200000.0,ford,mustang gt,gas,manual,Unknown,Clean,good
21000,2016.0,82333.0,subaru,outback,gas,automatic,Unknown,Clean,
10500,2015.0,80000.0,nissan,rogue sv,gas,automatic,Unknown,Clean,excellent
33590,2019.0,33424.0,ford,ranger supercrew xl pickup,gas,other,Unknown,Clean,good
7900,2009.0,189000.0,nissan,titan se crew cab 5'6,gas,automatic,Unknown,Clean,good
39590,2020.0,19160.0,chevrolet,silverado 1500 crew,gas,other,Unknown,Clean,good
32995,2016.0,59122.0,audi,a7 3.0t quattro prestige awd,gas,automatic,Unknown,Clean,
17500,2014.0,80455.0,ford,flex sel,gas,automatic,Unknown,Clean,excellent
22000,2014.0,147325.0,gmc,sierra 1500,gas,automatic,Unknown,Clean,
5999,2001.0,138225.0,mercedes-benz,benz s500,gas,automatic,Unknown,Clean,excellent
13000,2015.0,87000.0,toyota,prius c,hybrid,automatic,Unknown,Clean,excellent
14950,2016.0,104079.0,nissan,rogue,other,other,Unknown,Clean,
19990,2013.0,57181.0,infiniti,g g37 sport coupe 2d,gas,other,Unknown,Clean,good
22988,2015.0,46542.0,subaru,legacy,gas,automatic,Unknown,Clean,
14995,2008.0,50094.0,nissan,frontier,gas,automatic,Unknown,Clean,
30990,2018.0,39883.0,acura,mdx sport utility 4d,gas,other,Unknown,Clean,good
13495,2014.0,100022.0,chevrolet,malibu,gas,automatic,Unknown,Clean,
27995,2012.0,78015.0,chevrolet,silverado,diesel,automatic,Unknown,Clean,
12500,2013.0,54295.0,toyota,corolla,gas,automatic,Unknown,Clean,excellent
11999,2014.0,120979.0,toyota,camry hybrid xle,hybrid,automatic,Unknown,Clean,good
40917,2017.0,47235.0,ram,1500,gas,automatic,Unknown,Clean,
35590,2011.0,16796.0,dodge,challenger srt8 coupe 2d,gas,other,Unknown,Clean,good
21991,2020.0,2779.0,kia,soul,gas,automatic,Unknown,Clean,
34590,2020.0,9624.0,cadillac,xt4 sport suv 4d,gas,other,Unknown,Clean,good
5250,2012.0,5199.0,ford,fiesta,gas,automatic,Unknown,Clean,excellent
5600,2011.0,192000.0,ford,econoline,gas,automatic,Unknown,Clean,good
35310,2019.0,31731.0,dodge,charger,gas,automatic,Unknown,Clean,
14900,2016.0,47998.0,dodge,journey,gas,automatic,Unknown,Clean,excellent
29990,2019.0,13175.0,chrysler,300 300s sedan 4d,other,other,Unknown,Clean,good
17590,2015.0,40502.0,volkswagen,golf tdi se hatchback,diesel,other,Unknown,Clean,good
5995,2002.0,92600.0,volkswagen,jetta gls,gas,automatic,Unknown,Clean,good
30000,2017.0,47000.0,gmc,sierra,gas,automatic,Unknown,rebuilt,
15688,2015.0,130798.0,honda,accord sedan ex-l,gas,automatic,Unknown,Clean,good
19900,2017.0,107794.0,subaru,forester,gas,automatic,Unknown,Clean,
34691,2017.0,38641.0,toyota,tacoma,gas,automatic,Unknown,Clean,
14995,2011.0,120860.0,bmw,x5,gas,automatic,Unknown,Clean,
18488,2017.0,40210.0,nissan,altima 2.5 sr,gas,automatic,Unknown,Clean,good
29050,2018.0,30690.0,honda,accord,gas,automatic,Unknown,Clean,
36500,1973.0,22673.0,chevrolet,camaro z28,gas,manual,Unknown,Clean,
11995,2006.0,157853.0,chevrolet,trailblazer,gas,automatic,Unknown,Clean,
12450,2017.0,119264.0,kia,optima,gas,automatic,Unknown,Clean,excellent
13995,2009.0,130815.0,chevrolet,tahoe commercial,gas,automatic,Unknown,Clean,excellent
17995,2018.0,21161.0,toyota,corolla,gas,automatic,Unknown,Clean,good
27981,2017.0,11802.0,ram,1500,gas,automatic,Unknown,Clean,
5000,2004.0,114000.0,ford,explorer xlt,gas,automatic,Unknown,Clean,good
8995,2013.0,101317.0,hyundai,elantra,gas,automatic,Unknown,Clean,
4900,2006.0,140771.0,bmw,x5,gas,automatic,Unknown,Clean,excellent
14691,2013.0,77228.0,honda,cr-v,gas,automatic,Unknown,Clean,
9995,2009.0,87000.0,cadillac,cts,gas,automatic,Unknown,Clean,good
26995,2014.0,87058.0,chevrolet,silverado,other,automatic,Unknown,Clean,
17995,2008.0,101671.0,chevrolet,silverado 1500 crewcab,gas,automatic,Unknown,Clean,
9999,1993.0,100166.0,toyota,previa,gas,automatic,Unknown,Clean,
12995,2012.0,80410.0,toyota,corolla s,gas,automatic,Unknown,Clean,like new
5977,2011.0,149000.0,honda,accord lx-p,gas,automatic,Unknown,rebuilt,excellent
13695,2010.0,38505.0,ford,ranger,gas,automatic,Unknown,Clean,
42000,1965.0,43000.0,volkswagen,karmann ghia,gas,manual,Unknown,Clean,excellent
4500,2007.0,184000.0,nissan,titan crew cab,gas,automatic,Unknown,Clean,fair
17995,2008.0,101671.0,chevrolet,silverado 1500 crewcab,gas,automatic,Unknown,Clean,
14999,2005.0,114619.0,chevrolet,silverado 1500 ls 4dr crew cab ls,gas,automatic,Unknown,Clean,
2200,2001.0,103000.0,cadillac,deville,gas,automatic,Unknown,Clean,
17990,2012.0,93185.0,volkswagen,touareg tdi sport suv,gas,other,Unknown,Clean,good
24950,2013.0,153801.0,ram,2500 crew cab 4x4,gas,automatic,Unknown,Clean,excellent
39995,2016.0,56654.0,ford,f-150 xlt sport supercrew,gas,automatic,Unknown,Clean,
7980,2008.0,200000.0,nissan,titan,gas,automatic,Unknown,Clean,
27999,2013.0,100458.0,ford,f-150 king ranch,gas,automatic,Unknown,Clean,good
10988,2016.0,64417.0,kia,soul,gas,automatic,Unknown,Clean,
3500,2006.0,214775.0,ford,freestyle,gas,automatic,Unknown,Clean,
24500,2001.0,152000.0,ram,2500,diesel,automatic,Unknown,Clean,excellent
10900,2016.0,119156.0,nissan,altima,gas,automatic,Unknown,Clean,excellent
2800,2005.0,262000.0,infiniti,g35,gas,automatic,Unknown,Salvage,like new
5499,2008.0,132264.0,honda,civic exl,gas,automatic,Unknown,Clean,excellent
45285,2018.0,12567.0,jaguar,xf,gas,automatic,Unknown,Clean,
82665,2016.0,13131.0,chevrolet,corvette,gas,manual,Unknown,Clean,
14599,2017.0,17130.0,chevrolet,cruze,gas,other,Unknown,Clean,
16999,2016.0,33500.0,buick,encore w/ backup camera,gas,automatic,Unknown,Clean,
23990,2015.0,20615.0,mini,convertible cooper s 2d,diesel,other,Unknown,Clean,good
50995,2015.0,100283.0,ram,2500 laramie crew 4wd,diesel,automatic,Unknown,Clean,
33000,1931.0,2500.0,ford,,gas,automatic,Unknown,Clean,
29999,2021.0,1980.0,buick,encore gx,gas,automatic,Unknown,Clean,
12500,2017.0,55650.0,toyota,camry se,gas,automatic,Unknown,Clean,like new
5500,2009.0,134500.0,buick,lucerne,gas,automatic,Unknown,Clean,excellent
44990,2015.0,80733.0,ram,5500,diesel,automatic,Unknown,Clean,good
31989,2016.0,67119.0,jeep,wrangler unlimited,gas,automatic,Unknown,Clean,
37500,2018.0,30026.0,ford,f-150,gas,automatic,Unknown,Clean,
5499,2013.0,114528.0,chevrolet,cruze lt,gas,automatic,Unknown,Clean,excellent
6500,2009.0,129000.0,honda,crv awd,gas,automatic,Unknown,rebuilt,
30990,2019.0,1834.0,ford,ranger supercrew xl pickup,other,other,Unknown,Clean,good
31990,2020.0,16594.0,volvo,s60 t5 momentum sedan 4d,gas,other,Unknown,Clean,good
6500,2010.0,170000.0,honda,accord coupe,gas,automatic,Unknown,Clean,like new
16999,2010.0,120962.0,nissan,370z,gas,automatic,Unknown,Clean,
9999,2006.0,271102.0,toyota,tacoma 4x4,gas,automatic,Unknown,Clean,excellent
10988,2014.0,75000.0,ford,fiesta st,gas,manual,Unknown,Clean,like new
39995,2019.0,16200.0,tesla,model 3,electric,other,Unknown,Clean,excellent
51980,2020.0,28594.0,chevrolet,silverado 2500hd,other,automatic,Unknown,Clean,
20288,2015.0,48889.0,mercedes-benz,glk,gas,automatic,Unknown,Clean,
9995,2008.0,65782.0,toyota,prius touring,hybrid,automatic,Unknown,Unknown,excellent
12654,2014.0,106986.0,chevrolet,traverse,gas,automatic,Unknown,Clean,
10900,2017.0,0.0,nissan,altima,gas,automatic,Unknown,Clean,excellent
18900,2016.0,149875.0,bmw,4 series,gas,automatic,Unknown,Clean,
4000,1989.0,300.0,ford,f-150,gas,automatic,Unknown,Clean,good
15900,2016.0,33608.0,cadillac,ats sedan,gas,automatic,Unknown,Clean,excellent
10200,2006.0,206000.0,ford,f-150,gas,automatic,Unknown,Clean,like new
15995,2015.0,36055.0,volkswagen,cc r-line,gas,automatic,Unknown,Clean,excellent
54995,2016.0,71159.0,chevrolet,silverado 3500 ltz,diesel,automatic,Unknown,Clean,
9800,2006.0,195670.0,toyota,tacoma,gas,automatic,Unknown,Clean,excellent
12995,2011.0,76572.0,subaru,forester 2.5x premium awd,gas,manual,Unknown,Clean,good
7995,2010.0,112000.0,subaru,impreza sedan,gas,automatic,Unknown,Clean,excellent
6500,2005.0,107911.0,bmw,325 ci,gas,automatic,Unknown,Clean,excellent
6700,2008.0,140000.0,honda,accord,gas,automatic,Unknown,Clean,like new
2200,2007.0,162000.0,pontiac,g6,gas,automatic,Unknown,Clean,good
68998,2021.0,1390.0,volvo,"xc60 t8 inscription 1,300 miles",gas,automatic,Unknown,Clean,excellent
29995,2017.0,52880.0,jeep,grand cherokee,gas,automatic,Unknown,Clean,
6500,2003.0,245700.0,chevrolet,tahoe z71,gas,automatic,Unknown,Clean,like new
21990,2011.0,32652.0,ford,ranger super cab xlt pickup,gas,other,Unknown,Clean,good
17411,2018.0,42830.0,ford,escape,gas,automatic,Unknown,Clean,
30990,2017.0,53811.0,toyota,4runner sr5 sport utility,gas,other,Unknown,Clean,good
22500,2019.0,24842.0,chevrolet,equinox ls awd,gas,automatic,Unknown,Clean,excellent
25990,2017.0,22820.0,toyota,tacoma access cab sr,gas,other,Unknown,Clean,good
23997,2017.0,84416.0,infiniti,qx70,gas,automatic,Unknown,Clean,excellent
16500,2015.0,136712.0,chevrolet,colorado,gas,automatic,Unknown,Clean,excellent
12538,2013.0,64238.0,toyota,corolla le,gas,automatic,Unknown,Clean,good
39999,2019.0,13292.0,chevrolet,silverado 1500,gas,automatic,Unknown,Clean,
14995,2015.0,91103.0,toyota,corolla,gas,automatic,Unknown,Clean,excellent
38590,2019.0,11599.0,lexus,es 350 luxury sedan 4d,other,other,Unknown,Clean,good
23995,2013.0,85628.0,toyota,tacoma,gas,automatic,Unknown,Clean,
47656,2020.0,11751.0,toyota,tacoma 4wd,gas,automatic,Unknown,Clean,
49038,2020.0,565.0,jeep,gladiator,gas,automatic,Unknown,Clean,
27500,2017.0,47857.0,lexus,is 200t,gas,automatic,Unknown,Clean,like new
11990,2013.0,86000.0,bmw,328i,gas,automatic,Unknown,Clean,
56000,2015.0,3995.0,mercedes-benz,,other,automatic,Unknown,Clean,
15488,2013.0,93210.0,honda,cr-v,gas,automatic,Unknown,Clean,
4995,2006.0,185654.0,toyota,corolla,gas,automatic,Unknown,Clean,excellent
43990,2016.0,45542.0,chevrolet,4500 lcf gas,gas,automatic,Unknown,Clean,good
23991,2014.0,42560.0,audi,a5,gas,automatic,Unknown,Clean,
33950,2011.0,82790.0,ram,2500 crew cab slt,gas,automatic,Unknown,Clean,excellent
31899,2018.0,45994.0,dodge,challenger,gas,automatic,Unknown,Clean,
10995,2017.0,115100.0,dodge,journey,gas,automatic,Unknown,Clean,excellent
4750,2009.0,123041.0,ford,taurus,gas,automatic,Unknown,Clean,excellent
2700,2009.0,83000.0,hyundai,accent,gas,automatic,Unknown,Salvage,
31999,2012.0,156457.0,chevrolet,silverado 2500 hd crew cab,diesel,automatic,Unknown,Clean,
45995,2018.0,121741.0,ram,2500,diesel,automatic,Unknown,Clean,
7990,2009.0,135814.0,jeep,grand cherokee 4x4,gas,automatic,Unknown,Clean,excellent
13995,2014.0,99510.0,ford,fusion,gas,automatic,Unknown,Clean,
27990,2014.0,17805.0,toyota,tacoma access cab pickup,other,other,Unknown,Clean,good
7500,2000.0,123000.0,pontiac,trans am firehawk,gas,automatic,Unknown,Clean,
18995,2016.0,36737.0,nissan,rogue,gas,automatic,Unknown,Clean,
74800,2020.0,27224.0,ford,f-250,diesel,automatic,Unknown,Clean,
19396,2017.0,56948.0,volkswagen,golf gti,gas,automatic,Unknown,Clean,
6995,2002.0,245851.0,ram,1500 quad cab,gas,automatic,Unknown,Clean,excellent
23995,2016.0,34166.0,ford,flex,gas,automatic,Unknown,Clean,excellent
16978,2016.0,79873.0,ford,edge sel,gas,automatic,Unknown,Clean,like new
18590,2017.0,30223.0,toyota,camry le sedan 4d,gas,other,Unknown,Clean,good
118300,2021.0,5000.0,rover,supercharged,gas,automatic,Unknown,Clean,new
2300,2004.0,188000.0,honda,odyssey,gas,automatic,Unknown,Clean,good
7400,2010.0,292434.0,chrysler,town and country,gas,automatic,Unknown,Clean,good
37990,2020.0,7235.0,mercedes-benz,glb 250 sport,gas,other,Unknown,Clean,good
34500,2018.0,80030.0,ford,f-150,gas,automatic,Unknown,Clean,excellent
16500,2013.0,72000.0,honda,civic si,gas,manual,Unknown,Clean,excellent
21000,1979.0,33928.0,pontiac,firebird trans am,gas,automatic,Unknown,Clean,excellent
14999,2013.0,56000.0,ford,transit connect,gas,automatic,Unknown,Clean,
3500,2009.0,181600.0,ford,focus,gas,manual,Unknown,Clean,good
2600,2013.0,84000.0,dodge,dart,gas,manual,Unknown,Salvage,good
3100,2004.0,296521.0,chevrolet,suburban,gas,automatic,Unknown,Clean,good
30499,2017.0,18910.0,ford,explorer xlt awd,gas,automatic,Unknown,Clean,good
7995,2009.0,162134.0,honda,accord ex,gas,automatic,Unknown,Clean,fair
18444,2015.0,68953.0,lincoln,mkc,gas,automatic,Unknown,Clean,
46995,2013.0,103790.0,ford,f-350 superduty lariat crew drw,other,automatic,Unknown,Clean,
11995,2012.0,138000.0,acura,mdx,gas,automatic,Unknown,Clean,
53000,2018.0,74000.0,chevrolet,corvette,gas,automatic,Unknown,Clean,like new
21980,2015.0,29837.0,ford,transit connect,gas,automatic,Unknown,Clean,
31988,2017.0,34036.0,bmw,x5,gas,automatic,Unknown,Clean,
8995,2008.0,114307.0,volvo,xc90 3.2,gas,automatic,Unknown,Clean,
14999,2008.0,124520.0,ford,f-150,gas,automatic,Unknown,Clean,
17590,2015.0,29293.0,nissan,altima 2.5 sl sedan 4d,gas,other,Unknown,Clean,good
11990,2013.0,96197.0,ford,edge,other,automatic,Unknown,Clean,
17500,2015.0,143553.0,ford,transit 150,gas,automatic,Unknown,Clean,excellent
7500,2011.0,94000.0,chevrolet,hhr lr,gas,automatic,Unknown,Clean,excellent
24500,1962.0,65000.0,buick,skylark convertible,gas,manual,Unknown,Clean,excellent
18900,2016.0,149875.0,bmw,4 series,gas,automatic,Unknown,Clean,
32999,2007.0,141700.0,gmc,sierra 2500 sle2 4x4 diesel,diesel,automatic,Unknown,Clean,excellent
46995,2014.0,125743.0,ford,f250 platinum 4x4,diesel,automatic,Unknown,Clean,
