Price,Model_year,Milage,Brand,Model,Fuel_type,Transmission,Accident,Clean_title,condition
18900,2017.0,34185.0,nissan,altima,gas,automatic,Unknown,Clean,
16888,2008.0,188096.0,toyota,fj cruiser 4x4,gas,automatic,Unknown,Clean,good
19997,2002.0,71592.0,lexus,sc 430,gas,automatic,Unknown,Clean,
30880,2018.0,35467.0,lincoln,mkx select,gas,automatic,Unknown,Unknown,excellent
3500,2001.0,172000.0,ford,windstar van,gas,automatic,Unknown,Clean,
7500,1985.0,0.0,jaguar,xk,gas,automatic,Unknown,parts only,
9999,2011.0,129853.0,ford,taurus sel,gas,automatic,Unknown,Clean,excellent
29000,1980.0,69068.0,pontiac,firebird,gas,automatic,Unknown,Clean,good
23590,2018.0,48933.0,mitsubishi,outlander phev gt,other,other,Unknown,Clean,good
47656,2020.0,11751.0,toyota,tacoma 4wd,gas,automatic,Unknown,Clean,
33990,2012.0,88107.0,mercedes-benz,e-class e 63 amg,gas,automatic,Unknown,Clean,good
7995,2007.0,146829.0,honda,odyssey ex lmini van,gas,automatic,Unknown,Unknown,excellent
2500,2001.0,132000.0,mazda,tribute,gas,automatic,Unknown,Clean,good
2600,2000.0,212061.0,buick,lesabre,gas,automatic,Unknown,Clean,
43000,2015.0,48500.0,jeep,wrangler unlimited,gas,automatic,Unknown,Clean,excellent
3500,2008.0,255000.0,toyota,prius,hybrid,other,Unknown,Clean,good
33990,2018.0,30570.0,bmw,3 series 328d xdrive sport,gas,other,Unknown,Clean,good
8900,2000.0,208732.0,ford,f150 super cab,gas,automatic,Unknown,Clean,
3000,2007.0,146000.0,mercedes-benz,clk 350,gas,automatic,Unknown,Clean,good
35999,2014.0,67624.0,gmc,sierra 1500,gas,automatic,Unknown,Clean,excellent
5490,2009.0,166449.0,mazda,mazda3,gas,automatic,Unknown,Clean,
33590,2020.0,13623.0,acura,rdx sport utility 4d,gas,other,Unknown,Clean,good
15000,2000.0,134000.0,ford,excursion limited,gas,automatic,Unknown,Clean,
17995,2015.0,72386.0,acura,rdx base 4dr suv,gas,automatic,Unknown,Clean,good
17999,2004.0,82000.0,ford,f-150,gas,automatic,Unknown,Clean,
26962,2014.0,98041.0,ram,1500,gas,other,Unknown,Clean,
8999,2013.0,108888.0,nissan,altima 2.5 sl,gas,automatic,Unknown,Clean,good
21029,2021.0,10.0,chevrolet,trax ls,gas,automatic,Unknown,Clean,good
11995,2017.0,90616.0,toyota,yaris ia,gas,automatic,Unknown,Clean,
16000,2018.0,33432.0,hyundai,elantra se,other,automatic,Unknown,Clean,good
11000,1995.0,157000.0,toyota,4runner sr5,gas,automatic,Unknown,Clean,good
26990,2016.0,14230.0,ford,f150 regular cab xl pickup,gas,other,Unknown,Clean,good
38499,2017.0,21000.0,mercedes-benz,e 400,gas,automatic,Unknown,Clean,excellent
5988,2010.0,83025.0,,Suzuki SX4,gas,manual,Unknown,Clean,
13995,2010.0,102733.0,audi,a4 2.0t premiumsedan,gas,other,Unknown,Unknown,excellent
20979,2020.0,38957.0,nissan,altima 2.5sl,gas,automatic,Unknown,Clean,like new
36990,2016.0,23190.0,gmc,sierra 2500 hd double cab,gas,other,Unknown,Clean,good
11200,2015.0,166476.0,chevrolet,equinox lt suv,gas,automatic,Unknown,Clean,excellent
17995,2007.0,188535.0,toyota,tundra crewmax sr5,gas,automatic,Unknown,Clean,excellent
33888,2018.0,33289.0,mercedes-benz,e-class,gas,automatic,Unknown,Clean,
22988,2008.0,103119.0,jeep,wrangler unlimited rubicon,gas,manual,Unknown,Clean,good
23990,2016.0,15070.0,cadillac,cts 2.0 standard sedan,gas,other,Unknown,Clean,good
20990,2015.0,51742.0,volkswagen,golf sportwagen tdi,diesel,other,Unknown,Clean,good
18500,2017.0,69246.0,jeep,grand cherokee limited,gas,automatic,Unknown,Clean,excellent
32590,2020.0,4487.0,ford,ranger supercab xlt pickup,gas,other,Unknown,Clean,good
40590,2014.0,29223.0,chevrolet,silverado 2500 hd crew,other,other,Unknown,Clean,good
20999,2019.0,25120.0,hyundai,tucson se awd,gas,automatic,Unknown,Clean,excellent
34590,2019.0,22722.0,chevrolet,silverado 1500 ld,gas,other,Unknown,Clean,good
8500,1993.0,131000.0,nissan,300zx twin turbo,gas,automatic,Unknown,Clean,good
8500,1996.0,95602.0,jeep,rio grade,gas,automatic,Unknown,Clean,good
3700,2008.0,125000.0,toyota,,gas,automatic,Unknown,Salvage,
9399,2006.0,122403.0,chevrolet,express g1500,gas,automatic,Unknown,Clean,
9300,2007.0,119243.0,toyota,tacoma,gas,automatic,Unknown,Clean,
29990,2018.0,13859.0,volvo,s90 t5 momentum sedan 4d,gas,other,Unknown,Clean,good
17599,2016.0,31176.0,mini,cooper hardtop s,gas,automatic,Unknown,Clean,excellent
38995,2019.0,11203.0,nissan,maxima,gas,automatic,Unknown,Clean,
5500,2004.0,175000.0,ford,ranger,gas,automatic,Unknown,Clean,good
6980,2008.0,158000.0,toyota,avalon,gas,automatic,Unknown,Clean,
7900,2011.0,108000.0,toyota,corolla,gas,automatic,Unknown,Clean,excellent
3600,2002.0,118000.0,buick,lesabre 4dr sdn custom,gas,manual,Unknown,rebuilt,good
20995,2019.0,31183.0,dodge,grand caravan,other,automatic,Unknown,Clean,
14900,2007.0,163211.0,toyota,tacoma double cab sr5,gas,automatic,Unknown,Clean,excellent
34990,2020.0,4174.0,cadillac,xt4 sport suv 4d,diesel,other,Unknown,Clean,good
6999,2007.0,107888.0,dodge,caliber,gas,automatic,Unknown,Clean,
25990,2018.0,22834.0,volvo,s60 t5 inscription sedan,diesel,other,Unknown,Clean,good
8999,2016.0,117028.0,hyundai,elantra,gas,automatic,Unknown,Clean,
6488,2006.0,69238.0,audi,a4,gas,automatic,Unknown,Clean,excellent
4950,2006.0,102000.0,honda,pilot,gas,automatic,Unknown,Clean,
29777,2018.0,34040.0,volvo,certified,gas,automatic,Unknown,Clean,excellent
48998,2020.0,10765.0,lexus,rx 350 low miles nice,gas,automatic,Unknown,Clean,excellent
49988,2019.0,31132.0,ford,f-150,gas,automatic,Unknown,Clean,
8800,2006.0,63000.0,mercedes-benz,s500,gas,automatic,Unknown,Clean,
6998,2015.0,104434.0,subaru,impreza,gas,automatic,Unknown,Clean,excellent
4500,2006.0,113000.0,bmw,5 series 530i,gas,automatic,Unknown,Clean,
2000,2003.0,172144.0,ford,taurus,gas,manual,Unknown,rebuilt,fair
17991,2017.0,37406.0,mini,cooper,gas,automatic,Unknown,Clean,like new
16900,2011.0,53000.0,lexus,rx 350 low miles,gas,automatic,Unknown,Clean,excellent
19000,2014.0,118000.0,gmc,yukon xl slt,gas,automatic,Unknown,Clean,excellent
46998,2020.0,10765.0,lexus,rx 350 low miles nice,gas,automatic,Unknown,Clean,excellent
20999,2019.0,5490.0,toyota,corolla hatchback se,gas,automatic,Unknown,Clean,
10495,2011.0,156612.0,dodge,charger,gas,automatic,Unknown,Clean,good
16995,2003.0,39800.0,toyota,mr2,gas,manual,Unknown,Clean,like new
9800,2003.0,53772.0,bmw,z4,gas,automatic,Unknown,Clean,excellent
22999,2018.0,29316.0,honda,civic,gas,automatic,Unknown,Clean,
43995,2014.0,67215.0,toyota,fj cruiser 4wd 4dr auto,other,other,Unknown,Clean,
9000,2011.0,185000.0,mercedes-benz,e350,gas,automatic,Unknown,Clean,like new
30990,2017.0,41124.0,toyota,tundra double cab sr,gas,other,Unknown,Clean,good
9900,2010.0,118000.0,lincoln,mkt,gas,automatic,Unknown,Clean,excellent
29699,2018.0,79063.0,ford,f-150,gas,automatic,Unknown,Clean,
7500,2012.0,110589.0,volkswagen,cc,gas,automatic,Unknown,Clean,
23900,2016.0,58896.0,bmw,528i xdrive,gas,automatic,Unknown,Clean,excellent
6500,2011.0,137328.0,toyota,corolla,gas,manual,Unknown,Salvage,excellent
35590,2014.0,36284.0,ford,f150 supercrew cab lariat,gas,other,Unknown,Clean,good
6500,2013.0,75800.0,chrysler,200 s,gas,automatic,Unknown,Clean,
38990,2019.0,6000.0,ford,ranger supercrew lariat,gas,other,Unknown,Clean,good
3800,2007.0,150000.0,mercury,mountaineer,gas,automatic,Unknown,Clean,good
16990,2018.0,16930.0,hyundai,accent se sedan 4d,gas,other,Unknown,Clean,good
58800,2019.0,43803.0,ram,2500,diesel,automatic,Unknown,Clean,
3995,1998.0,109668.0,cadillac,deville,gas,automatic,Unknown,Clean,
29211,2015.0,70908.0,lexus,rc 350,gas,automatic,Unknown,Clean,
20397,2018.0,44322.0,toyota,camry,gas,automatic,Unknown,Clean,
9995,2005.0,168000.0,porsche,cayenne,gas,automatic,Unknown,Clean,like new
19500,2015.0,80000.0,subaru,wrx,gas,manual,Unknown,Clean,good
31990,2016.0,34729.0,ford,f150 super cab xl pickup 4d,gas,other,Unknown,Clean,good
17997,2012.0,128675.0,rover,evoque,gas,automatic,Unknown,Clean,
84477,2020.0,8234.0,bmw,,other,automatic,Unknown,Clean,
22999,2020.0,24280.0,kia,"sportage lx awd, w/ lane warning",gas,automatic,Unknown,Clean,
16895,2016.0,96466.0,chevrolet,colorado,gas,automatic,Unknown,Clean,
37795,2018.0,36211.0,toyota,tundra 2wd,gas,automatic,Unknown,Clean,excellent
3500,2008.0,81000.0,ford,crown victoria,gas,automatic,Unknown,Clean,good
19990,2019.0,34854.0,nissan,rogue s,gas,automatic,Unknown,Clean,excellent
15998,2014.0,97159.0,ford,focus st,gas,manual,Unknown,Clean,excellent
45000,2005.0,75000.0,porsche,911,gas,manual,Unknown,Clean,
14999,2017.0,23285.0,chevrolet,cruze,gas,automatic,Unknown,Clean,
17590,2018.0,9330.0,chevrolet,cruze lt sedan 4d,other,other,Unknown,Clean,good
39990,2020.0,1237.0,acura,mdx sh-awd sport utility,gas,other,Unknown,Clean,good
5350,2007.0,169000.0,mercedes-benz,benz c230,gas,automatic,Unknown,Clean,good
16900,2015.0,83801.0,gmc,terrain,gas,automatic,Unknown,Clean,excellent
16990,2016.0,57687.0,ford,fiesta st hatchback 4d,other,other,Unknown,Clean,good
8000,2016.0,81400.0,kia,rio lx,gas,automatic,Unknown,Clean,
4500,2002.0,150000.0,bmw,530,gas,automatic,Unknown,Clean,excellent
12995,2002.0,118097.0,toyota,tacoma,gas,manual,Unknown,Clean,excellent
18990,2013.0,21185.0,mini,hardtop cooper s hatchback,gas,other,Unknown,Clean,good
28590,2018.0,18452.0,toyota,highlander le sport,gas,other,Unknown,Clean,good
15990,2006.0,84995.0,chevrolet,express cargo,gas,automatic,Unknown,Clean,good
14950,2007.0,140650.0,ram,1500,gas,automatic,Unknown,Clean,excellent
47995,2015.0,22525.0,mercedes-benz,sprinter 2500,other,automatic,Unknown,Clean,
43500,2016.0,89000.0,ram,2500 mega cab 4wd,gas,automatic,Unknown,Clean,like new
4550,2006.0,213966.0,subaru,outback 2.5i wagon,gas,automatic,Unknown,Clean,
4800,2004.0,99500.0,volvo,s80 2.9,gas,automatic,Unknown,Clean,excellent
3400,2008.0,195000.0,pontiac,g6,gas,automatic,Unknown,Clean,good
40000,2011.0,55406.0,ford,f450,gas,automatic,Unknown,Clean,excellent
18990,2017.0,24402.0,nissan,rogue sport sv utility 4d,gas,other,Unknown,Clean,good
4500,2003.0,279000.0,ford,e150 econoline,gas,automatic,Unknown,Clean,good
15995,2009.0,80652.0,nissan,frontier,gas,automatic,Unknown,Clean,excellent
12999,2014.0,114000.0,bmw,3 series 320xi xdrive,gas,automatic,Unknown,Clean,
33990,2007.0,161693.0,,Hino 268,diesel,automatic,Unknown,Clean,good
27000,1954.0,6000.0,ford,f100,gas,manual,Unknown,Clean,
59900,2017.0,84000.0,ram,3500,diesel,automatic,Unknown,Clean,
15950,2013.0,92142.0,chevrolet,traverse,gas,automatic,Unknown,Clean,excellent
38355,2019.0,12566.0,ford,mustang,gas,manual,Unknown,Clean,
42588,2018.0,18025.0,jeep,grand cherokee,gas,automatic,Unknown,Clean,
7499,2008.0,110780.0,volkswagen,gti,gas,automatic,Unknown,Clean,
2700,2006.0,322000.0,chevrolet,express 2500,gas,automatic,Unknown,Clean,good
43999,2017.0,87667.0,,Freightliner Sprinter Cargo Van,diesel,automatic,Unknown,Clean,excellent
29000,2018.0,47525.0,bmw,3 series,gas,automatic,Unknown,Clean,excellent
9995,2008.0,95280.0,honda,oddysey ex,gas,automatic,Unknown,Clean,excellent
9995,2011.0,133414.0,mercedes-benz,e-class,gas,automatic,Unknown,Clean,
45000,2017.0,26781.0,ram,3500,diesel,automatic,Unknown,Clean,excellent
21900,2015.0,104586.0,ford,f-150,gas,automatic,Unknown,Clean,
17411,2018.0,42541.0,ford,escape,gas,automatic,Unknown,Clean,
37990,2018.0,3749.0,chevrolet,silverado 2500 hd,other,other,Unknown,Clean,good
11999,2013.0,90000.0,mercedes-benz,c 250,gas,automatic,Unknown,Clean,
58990,2019.0,12.0,chevrolet,silverado 6500hd,diesel,automatic,Unknown,Clean,excellent
24999,2010.0,127000.0,toyota,tundra,gas,automatic,Unknown,Clean,
33590,2020.0,32010.0,hyundai,palisade se sport,gas,other,Unknown,Clean,good
39900,2012.0,118401.0,,international terrastar,diesel,automatic,Unknown,Clean,good
16990,2014.0,44473.0,acura,ilx 2.0l sedan 4d,other,other,Unknown,Clean,good
8999,2013.0,78034.0,kia,soul ! wagon 4d,gas,automatic,Unknown,Unknown,excellent
7995,2010.0,178887.0,cadillac,dts,gas,automatic,Unknown,Clean,excellent
49995,2015.0,12900.0,chevrolet,silverado 2500hd 4x4,gas,automatic,Unknown,Clean,like new
26500,2015.0,44000.0,mercedes-benz,ml 350 low miles,gas,automatic,Unknown,Clean,excellent
14900,2015.0,97061.0,subaru,xv crosstrek,gas,automatic,Unknown,Clean,good
28657,2016.0,80251.0,ram,1500,gas,automatic,Unknown,Clean,
6500,1969.0,84000.0,gmc,,gas,automatic,Unknown,Clean,
18900,2013.0,0.0,dodge,durango,gas,automatic,Unknown,Clean,excellent
8500,1996.0,206000.0,chevrolet,1500 tahoe,gas,automatic,Unknown,Salvage,
36590,2018.0,49963.0,audi,s5 prestige coupe 2d,gas,automatic,Unknown,Clean,good
57995,2017.0,54759.0,ram,2500,diesel,automatic,Unknown,Clean,
14990,2002.0,95200.0,mercedes-benz,benz slk32 amg,gas,automatic,Unknown,Clean,good
8950,1990.0,160000.0,mercedes-benz,560 sel,gas,automatic,Unknown,Clean,good
29488,2015.0,63462.0,ram,1500 big horn,gas,automatic,Unknown,Clean,good
8999,2013.0,99661.0,mazda,mazda3 i grand touring,gas,automatic,Unknown,Clean,good
26988,2018.0,75295.0,ram,promaster 1500,gas,automatic,Unknown,Clean,
12500,1965.0,88000.0,dodge,dart,gas,automatic,Unknown,Clean,
16499,2019.0,31796.0,nissan,sentra,gas,automatic,Unknown,Clean,excellent
43995,2018.0,45426.0,ram,3500,other,automatic,Unknown,Clean,
23998,2020.0,33399.0,mitsubishi,eclipse cross,gas,automatic,Unknown,Clean,
75000,1961.0,0.0,chevrolet,impala,gas,automatic,Unknown,Clean,
14499,2017.0,32590.0,kia,soul ev,electric,other,Unknown,Clean,
36949,2017.0,83988.0,lincoln,navigator,gas,automatic,Unknown,Clean,
30999,2014.0,91324.0,rover,spo se,gas,automatic,Unknown,Clean,excellent
9911,2011.0,100445.0,mini,cooper s,gas,automatic,Unknown,Clean,excellent
9990,2010.0,119897.0,buick,enclave,gas,automatic,Unknown,Clean,
12777,2016.0,95089.0,honda,fit,gas,automatic,Unknown,Clean,
28995,2011.0,20490.0,chevrolet,camaro,gas,manual,Unknown,Clean,excellent
39993,2018.0,28757.0,chevrolet,silverado 1500,gas,other,Unknown,Clean,
8500,1998.0,98000.0,jeep,wrangler,gas,manual,Unknown,Clean,good
3500,2003.0,180000.0,chevrolet,avalanche,gas,automatic,Unknown,Clean,
16995,2009.0,154587.0,gmc,sierra 1500 crew cab,gas,automatic,Unknown,Clean,
12900,2011.0,96347.0,chrysler,town & country,gas,other,Unknown,Clean,
15000,2008.0,220000.0,,SILVERADO 2500,diesel,automatic,Unknown,Clean,like new
2750,1998.0,164325.0,volkswagen,beetle,gas,manual,Unknown,Clean,good
5500,1998.0,200000.0,chevrolet,silverado 1500,gas,automatic,Unknown,Clean,like new
55075,2019.0,22538.0,toyota,tundra,other,automatic,Unknown,Clean,
15900,2019.0,31685.0,nissan,rogue sport,gas,automatic,Unknown,Clean,
17999,2005.0,84300.0,ford,f250 super duty,diesel,automatic,Unknown,Clean,like new
15500,2015.0,51720.0,toyota,pruis two,hybrid,automatic,Unknown,Clean,excellent
25810,2016.0,137608.0,ram,1500,gas,other,Unknown,Clean,
13995,2017.0,73304.0,ford,escape,gas,automatic,Unknown,Clean,excellent
18995,2013.0,118521.0,chevrolet,silverado 3500hd,gas,automatic,Unknown,Clean,excellent
10499,2008.0,95859.0,ford,ranger xl,gas,automatic,Unknown,Clean,
29990,2012.0,75755.0,ford,f350,gas,automatic,Unknown,Clean,
14900,2006.0,100300.0,lincoln,mark lt,gas,automatic,Unknown,Clean,good
6995,2004.0,209915.0,toyota,highlander,gas,automatic,Unknown,Clean,excellent
8500,2001.0,198800.0,toyota,4runner,gas,automatic,Unknown,Clean,excellent
6999,2002.0,185974.0,cadillac,escalade,gas,automatic,Unknown,Clean,excellent
13495,2015.0,43241.0,chevrolet,malibu,gas,automatic,Unknown,Clean,excellent
7100,2007.0,150000.0,toyota,camry,gas,automatic,Unknown,Clean,
14000,2012.0,114000.0,toyota,highlander,gas,automatic,Unknown,Clean,excellent
33595,2017.0,65246.0,gmc,sierra 1500 base,other,automatic,Unknown,Clean,good
70000,2013.0,338000.0,,2013 Freightliner,diesel,manual,Unknown,Clean,like new
49990,2017.0,7400.0,chevrolet,corvette stingray,gas,other,Unknown,Clean,good
27990,2018.0,27582.0,alfa-romeo,romeo stelvio sport suv 4d,other,other,Unknown,Clean,good
3995,2008.0,219965.0,hyundai,elantra gls,gas,automatic,Unknown,Clean,
34750,2016.0,92000.0,nissan,titan xd,diesel,automatic,Unknown,lien,excellent
35981,2018.0,23177.0,lincoln,mkx,gas,automatic,Unknown,Clean,
22995,2019.0,33169.0,nissan,altima,gas,automatic,Unknown,Clean,good
19977,2016.0,45218.0,bmw,328i,gas,automatic,Unknown,Clean,
58950,2021.0,493.0,jeep,gladiator,gas,automatic,Unknown,Clean,
4400,2006.0,124201.0,buick,lacrosse,gas,automatic,Unknown,Clean,
11750,2011.0,170000.0,chevrolet,tahoe,gas,automatic,Unknown,lien,good
19888,2017.0,36488.0,ram,promaster city,gas,automatic,Unknown,Clean,
13500,2005.0,245000.0,ram,2500,diesel,automatic,Unknown,Clean,good
33989,2016.0,71490.0,jeep,wrangler unlimited,gas,automatic,Unknown,Clean,
10588,2014.0,96103.0,nissan,altima sv,other,automatic,Unknown,Clean,good
7500,1969.0,42000.0,volkswagen,beetle,gas,manual,Unknown,Clean,
17500,1984.0,114000.0,chevrolet,g20,gas,automatic,Unknown,Clean,
31990,2014.0,57899.0,gmc,yukon xl 1500 denali sport,other,other,Unknown,Clean,good
6900,2008.0,118358.0,mazda,cx-7,gas,automatic,Unknown,Clean,excellent
2000,2005.0,200000.0,bmw,x3,gas,automatic,Unknown,Clean,fair
4250,2006.0,139728.0,chevrolet,equinox ls 4x4,gas,automatic,Unknown,Clean,
25990,2018.0,9175.0,lincoln,mkz reserve sedan 4d,gas,automatic,Unknown,Clean,good
21988,2012.0,125015.0,toyota,highlander limited automatic,gas,automatic,Unknown,Clean,
30590,2018.0,19673.0,alfa-romeo,romeo stelvio sport suv 4d,gas,other,Unknown,Clean,good
14998,2015.0,70417.0,kia,optima,gas,automatic,Unknown,Clean,excellent
18777,2016.0,38561.0,volvo,s60 inscription platinum,gas,automatic,Unknown,Clean,like new
27995,2008.0,79414.0,toyota,tundra 4wd truck,gas,automatic,Unknown,Clean,excellent
15990,2020.0,3780.0,mitsubishi,mirage le hatchback,gas,other,Unknown,Clean,good
6800,2008.0,140000.0,ford,explorer xlt,gas,automatic,Unknown,Clean,excellent
28654,2019.0,4564.0,honda,cr-v,gas,automatic,Unknown,Clean,
7500,2012.0,300000.0,chevrolet,suburban,gas,automatic,Unknown,Clean,good
17777,2017.0,43987.0,honda,hr-v,gas,automatic,Unknown,Clean,excellent
22999,2015.0,70156.0,bmw,428i gran coupe,gas,automatic,Unknown,Clean,
8999,2011.0,108837.0,bmw,3 series 328i,gas,automatic,Unknown,Clean,excellent
12500,2000.0,108000.0,chevrolet,camaro,gas,automatic,Unknown,Clean,
20990,2020.0,2421.0,kia,soul s wagon 4d,gas,other,Unknown,Clean,good
52950,2016.0,110690.0,ford,super duty f-250,diesel,automatic,Unknown,Clean,excellent
12950,2008.0,112385.0,audi,tt 2.0t,gas,automatic,Unknown,Clean,excellent
20999,2016.0,117133.0,ford,transit cargo van,gas,automatic,Unknown,Clean,excellent
15000,2012.0,74000.0,toyota,rav-4,gas,automatic,Unknown,Clean,excellent
16488,2020.0,22090.0,kia,optima,gas,automatic,Unknown,Clean,excellent
29995,2018.0,26210.0,honda,cr-v,gas,automatic,Unknown,Clean,
15590,2016.0,32573.0,,Scion iM Hatchback 4D,gas,other,Unknown,Clean,good
3975,2006.0,187000.0,pontiac,g6,gas,automatic,Unknown,Clean,excellent
11995,2016.0,102901.0,ford,fusion hybrid,hybrid,automatic,Unknown,Clean,good
32992,2018.0,37139.0,honda,pilot,gas,automatic,Unknown,Clean,
7600,1985.0,211000.0,jaguar,,gas,automatic,Unknown,Clean,excellent
23950,2009.0,206840.0,toyota,tacoma trd,gas,automatic,Unknown,Clean,excellent
24990,2018.0,12928.0,ford,flex se sport utility 4d,other,other,Unknown,Clean,good
13200,2011.0,124000.0,chevrolet,camaro rs convertible,gas,automatic,Unknown,Clean,
3999,2006.0,253076.0,honda,accord sedan,gas,automatic,Unknown,Clean,
8999,2006.0,131822.0,toyota,avalon limited w/ navigation / moon roof,gas,automatic,Unknown,Clean,
26991,2020.0,33920.0,ford,fusion,gas,automatic,Unknown,Clean,
16995,2018.0,57508.0,kia,niro lx,other,automatic,Unknown,Clean,good
36590,2019.0,14222.0,gmc,sierra 1500 limited double,gas,other,Unknown,Clean,good
17950,2013.0,204089.0,ram,2500 crew cab,gas,automatic,Unknown,Clean,excellent
11995,2016.0,115050.0,ford,fusion se,gas,automatic,Unknown,Clean,excellent
12500,1998.0,66100.0,jaguar,xjr,gas,automatic,Unknown,Clean,excellent
26995,1971.0,42000.0,chevrolet,k5 blazer,gas,manual,Unknown,Clean,good
7995,2012.0,161541.0,toyota,prius three,hybrid,automatic,Unknown,Clean,excellent
13995,2016.0,51737.0,kia,forte,gas,automatic,Unknown,Clean,good
43720,2018.0,84250.0,chevrolet,silverado 2500hd 4x4,diesel,automatic,Unknown,Clean,excellent
4980,2005.0,129448.0,cadillac,sts,gas,automatic,Unknown,Unknown,
17000,2012.0,201955.0,chevrolet,silverado,gas,automatic,Unknown,Clean,good
2500,2002.0,269000.0,mercury,mountaineer,gas,automatic,Unknown,Clean,
9894,2012.0,128995.0,ford,transit connect cargo van x,gas,automatic,Unknown,Clean,
12798,2013.0,108583.0,acura,rdx,gas,automatic,Unknown,Clean,excellent
13000,2015.0,20000.0,,scion fr-s,gas,manual,Unknown,rebuilt,good
19985,2012.0,70149.0,bmw,7 series,gas,automatic,Unknown,Clean,excellent
28988,2007.0,152000.0,ram,megacab,diesel,automatic,Unknown,Clean,like new
31999,2012.0,71966.0,chevrolet,avalanche,gas,automatic,Unknown,Clean,excellent
9970,2000.0,94568.0,bmw,z3 2.8l 2.8l,gas,manual,Unknown,Clean,excellent
26995,2014.0,87058.0,chevrolet,silverado,other,automatic,Unknown,Clean,
40990,2017.0,31843.0,lincoln,navigator l select sport,other,automatic,Unknown,Clean,good
14995,2017.0,67879.0,nissan,sentra,gas,automatic,Unknown,Clean,excellent
21990,2011.0,32652.0,ford,ranger super cab xlt pickup,gas,other,Unknown,Clean,good
11995,2015.0,60000.0,,CHEC MALIBU LS,gas,automatic,Unknown,Clean,excellent
5500,1950.0,99999.0,dodge,pilot,gas,manual,Unknown,Clean,
25000,2009.0,82294.0,ford,f350 super duty,other,automatic,Unknown,Clean,excellent
4300,1999.0,117000.0,mazda,miata convertible,gas,automatic,Unknown,Clean,good
15500,1967.0,1235.0,chevrolet,c10,gas,manual,Unknown,Clean,good
9900,2011.0,172547.0,mercedes-benz,e350,diesel,automatic,Unknown,Clean,like new
29995,2016.0,235000.0,ford,f-250,diesel,automatic,Unknown,Clean,
3995,1989.0,101958.0,dodge,dakota regular cab long be,gas,automatic,Unknown,Clean,
10900,2009.0,312000.0,toyota,tacoma,gas,automatic,Unknown,Clean,good
45989,2017.0,26886.0,cadillac,ats-v sedan,gas,automatic,Unknown,Clean,
19550,2014.0,90000.0,bmw,x5,gas,automatic,Unknown,Clean,
31500,2019.0,106054.0,ford,f150,gas,automatic,Unknown,Clean,
11995,2017.0,79000.0,nissan,sentra,gas,automatic,Unknown,Clean,excellent
29990,2012.0,42954.0,ford,f-250 super duty,gas,automatic,Unknown,Clean,excellent
25997,2013.0,80315.0,audi,s5,gas,automatic,Unknown,Clean,
38999,2015.0,84457.0,ford,f 250 xlt 4x4 diesel truck,diesel,automatic,Unknown,Clean,excellent
5800,2004.0,120000.0,toyota,avalon,gas,automatic,Unknown,Clean,excellent
38990,2019.0,11877.0,toyota,4runner limited sport,other,other,Unknown,Clean,good
33188,2011.0,41240.0,dodge,challenger srt8,gas,automatic,Unknown,Clean,good
5299,2004.0,136468.0,nissan,xterra xe,gas,automatic,Unknown,Clean,excellent
19862,2010.0,132560.0,ford,f-150,gas,automatic,Unknown,Clean,excellent
26888,2018.0,47000.0,chevrolet,colorado crew cab lt,gas,automatic,Unknown,Clean,like new
14999,2013.0,55988.0,bmw,x1,gas,automatic,Unknown,Clean,
8990,2012.0,150382.0,mini,cooper countryman s all4,gas,manual,Unknown,Clean,
26500,1988.0,83000.0,chevrolet,silverado,gas,automatic,Unknown,Clean,
34688,2015.0,79077.0,chevrolet,silverado 1500 lt 4wd,gas,automatic,Unknown,Clean,good
24989,2006.0,124175.0,,HUMMER H2,gas,automatic,Unknown,Clean,
21590,2018.0,16692.0,volkswagen,passat 2.0t se sedan,gas,other,Unknown,Clean,good
31539,2013.0,55772.0,ford,f-150 lariat crew cab,gas,automatic,Unknown,Unknown,excellent
6499,2012.0,88891.0,ford,fiesta s,gas,automatic,Unknown,Clean,good
5200,2014.0,131500.0,chevrolet,cruze ls,gas,automatic,Unknown,Clean,
76000,2016.0,17200.0,porsche,cayman gts,gas,automatic,Unknown,Clean,like new
19995,2010.0,100739.0,toyota,tundra grade,gas,automatic,Unknown,Clean,
4177,2004.0,127131.0,hyundai,sonata,gas,automatic,Unknown,Clean,
14995,2017.0,109090.0,toyota,prius three touring,hybrid,automatic,Unknown,Clean,excellent
24990,2019.0,21000.0,ram,pickup 1500 classic,gas,automatic,Unknown,Clean,excellent
35990,2016.0,18955.0,dodge,challenger r/t scat pack,other,other,Unknown,Clean,good
21995,2013.0,102719.0,toyota,tacoma prerunner v6,gas,automatic,Unknown,Clean,
12995,2013.0,138892.0,bmw,328i,gas,automatic,Unknown,Clean,
6995,2013.0,139675.0,dodge,avenger,gas,automatic,Unknown,Clean,good
34995,2016.0,50229.0,volvo,xc90,gas,automatic,Unknown,Clean,
7997,2011.0,166000.0,,SCION XB,gas,automatic,Unknown,Clean,excellent
8855,2008.0,138028.0,honda,civic,gas,automatic,Unknown,Clean,
6988,2006.0,83407.0,honda,odyssey,gas,automatic,Unknown,Clean,excellent
2900,1999.0,59500.0,ford,f250,other,automatic,Unknown,Salvage,good
18999,2007.0,128696.0,toyota,tacoma,gas,manual,Unknown,Clean,excellent
35990,2015.0,27361.0,ford,e-450,gas,automatic,Unknown,Clean,excellent
